Player,Total_Runs,Balls_Faced,Total_Balls,Times_Out,Matches_Played,4s,6s,Strike_Rate,Batting_Average,Wickets,Balls_Bowled,Runs_Conceded,Overs_Bowled,Economy,Fantasy_Batting,Fantasy_Bowling,Total_Fantasy_Points
TG Southee,120.0,108.0,108.0,11.0,19.0,8.0,4.0,111.11111111111111,10.909090909090908,55.0,1226.0,1695.0,204.2,8.2952691680261,142.0,1399.0,1541.0
TH David,187.0,94.0,94.0,7.0,9.0,12.0,16.0,198.93617021276594,26.714285714285715,0.0,0.0,0.0,0.0,0.0,245.0,0.0,245.0
TK Curran,127.0,108.0,108.0,5.0,10.0,10.0,3.0,117.59259259259258,25.4,13.0,252.0,432.0,42.0,10.285714285714286,161.0,347.0,508.0
TL Seifert,26.0,26.0,26.0,3.0,3.0,4.0,0.0,100.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0
TL Suman,676.0,587.0,587.0,30.0,39.0,55.0,26.0,115.1618398637138,22.533333333333335,7.0,152.0,198.0,25.2,7.815789473684211,751.0,199.0,950.0
TM Dilshan,1153.0,1047.0,1047.0,41.0,50.0,140.0,24.0,110.12416427889207,28.121951219512194,5.0,275.0,368.0,45.5,8.02909090909091,1287.0,149.0,1436.0
TM Head,205.0,151.0,151.0,6.0,10.0,12.0,8.0,135.76158940397352,34.166666666666664,3.0,48.0,81.0,8.0,10.125,249.0,81.0,330.0
TM Srivastava,8.0,11.0,11.0,1.0,3.0,0.0,0.0,72.72727272727273,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0
TP Sudhindra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.0,137.0,12.2,11.108108108108107,0.0,21.0,21.0
TR Birt,75.0,59.0,59.0,5.0,5.0,9.0,2.0,127.11864406779661,15.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,90.0
TS Mills,8.0,14.0,14.0,4.0,5.0,0.0,1.0,57.14285714285714,2.0,11.0,218.0,349.0,36.2,9.605504587155963,2.0,297.0,299.0
TU Deshpande,21.0,12.0,12.0,1.0,2.0,2.0,1.0,175.0,21.0,4.0,153.0,260.0,25.3,10.196078431372548,23.0,106.0,129.0
Tejas Baroka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,3.3,9.428571428571429,0.0,-2.0,-2.0
Tilak Varma,397.0,313.0,313.0,10.0,14.0,29.0,16.0,126.83706070287539,39.7,0.0,12.0,13.0,2.0,6.5,466.0,0.0,466.0
U Kaul,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UA Birla,7.0,15.0,15.0,1.0,1.0,1.0,0.0,46.666666666666664,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0
UBT Chand,300.0,314.0,314.0,20.0,20.0,32.0,9.0,95.54140127388536,15.0,0.0,0.0,0.0,0.0,0.0,338.0,0.0,338.0
UT Khawaja,127.0,105.0,105.0,5.0,6.0,14.0,3.0,120.95238095238095,25.4,0.0,0.0,0.0,0.0,0.0,165.0,0.0,165.0
UT Yadav,177.0,176.0,176.0,18.0,41.0,15.0,8.0,100.56818181818181,9.833333333333334,153.0,2945.0,4041.0,490.5,8.232937181663837,200.0,3849.0,4049.0
Umar Gul,39.0,19.0,19.0,3.0,4.0,1.0,5.0,205.26315789473685,13.0,14.0,153.0,198.0,25.3,7.764705882352941,48.0,374.0,422.0
Umran Malik,4.0,8.0,8.0,1.0,4.0,0.0,0.0,50.0,4.0,25.0,388.0,551.0,64.4,8.52061855670103,2.0,649.0,651.0
V Kohli,6634.0,5266.0,5266.0,193.0,215.0,581.0,219.0,125.97797189517661,34.373056994818654,5.0,264.0,371.0,44.0,8.431818181818182,7295.0,149.0,7444.0
V Pratap Singh,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,211.0,300.0,35.1,8.530805687203792,-2.0,324.0,322.0
V Sehwag,2728.0,1833.0,1833.0,98.0,104.0,334.0,106.0,148.82705946535734,27.836734693877553,6.0,138.0,236.0,23.0,10.26086956521739,3106.0,172.0,3278.0
V Shankar,731.0,616.0,616.0,30.0,41.0,46.0,28.0,118.66883116883118,24.366666666666667,12.0,258.0,344.0,43.0,8.0,801.0,324.0,1125.0
VG Arora,5.0,14.0,14.0,2.0,4.0,0.0,0.0,35.714285714285715,2.5,4.0,110.0,165.0,18.2,9.0,1.0,108.0,109.0
VH Zol,29.0,26.0,26.0,2.0,2.0,3.0,1.0,111.53846153846155,14.5,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0
VR Aaron,50.0,73.0,73.0,4.0,12.0,2.0,2.0,68.4931506849315,12.5,46.0,1065.0,1527.0,177.3,8.60281690140845,60.0,1174.0,1234.0
VR Iyer,552.0,474.0,474.0,20.0,22.0,54.0,21.0,116.45569620253164,27.6,3.0,78.0,117.0,13.0,9.0,636.0,83.0,719.0
VRV Singh,4.0,3.0,3.0,1.0,2.0,1.0,0.0,133.33333333333331,4.0,16.0,371.0,549.0,61.5,8.878706199460916,3.0,424.0,427.0
VS Malik,7.0,7.0,7.0,1.0,2.0,1.0,0.0,100.0,7.0,6.0,212.0,268.0,35.2,7.584905660377358,6.0,174.0,180.0
VS Yeligati,2.0,2.0,2.0,1.0,1.0,0.0,0.0,100.0,2.0,0.0,32.0,61.0,5.2,11.4375,0.0,-4.0,-4.0
VVS Laxman,282.0,271.0,271.0,16.0,20.0,33.0,5.0,104.0590405904059,17.625,0.0,0.0,0.0,0.0,0.0,321.0,0.0,321.0
VY Mahesh,15.0,28.0,28.0,2.0,5.0,0.0,0.0,53.57142857142857,7.5,22.0,359.0,511.0,59.5,8.540389972144846,11.0,574.0,585.0
Virat Singh,15.0,26.0,26.0,3.0,2.0,1.0,0.0,57.692307692307686,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0
Vishnu Vinod,19.0,26.0,26.0,3.0,3.0,1.0,1.0,73.07692307692307,6.333333333333333,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0
W Jaffer,130.0,129.0,129.0,7.0,8.0,14.0,3.0,100.7751937984496,18.571428571428573,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0
WA Mota,56.0,76.0,76.0,5.0,8.0,2.0,0.0,73.68421052631578,11.2,4.0,75.0,98.0,12.3,7.84,60.0,108.0,168.0
WD Parnell,63.0,80.0,80.0,9.0,12.0,4.0,1.0,78.75,7.0,31.0,601.0,731.0,100.1,7.29783693843594,63.0,799.0,862.0
WP Saha,2427.0,1951.0,1951.0,96.0,117.0,231.0,76.0,124.39774474628396,25.28125,0.0,0.0,0.0,0.0,0.0,2646.0,0.0,2646.0
WPUJC Vaas,81.0,73.0,73.0,7.0,11.0,2.0,3.0,110.95890410958904,11.571428571428571,22.0,288.0,364.0,48.0,7.583333333333333,87.0,574.0,661.0
Washington Sundar,318.0,278.0,278.0,23.0,32.0,26.0,9.0,114.38848920863309,13.826086956521738,35.0,928.0,1116.0,154.4,7.2155172413793105,344.0,899.0,1243.0
X Thalaivan Sargunam,10.0,17.0,17.0,1.0,1.0,0.0,0.0,58.82352941176471,10.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0
Y Gnaneswara Rao,19.0,18.0,18.0,1.0,1.0,3.0,0.0,105.55555555555556,19.0,0.0,6.0,7.0,1.0,7.0,20.0,0.0,20.0
Y Nagar,285.0,271.0,271.0,15.0,20.0,20.0,9.0,105.1660516605166,19.0,4.0,72.0,125.0,12.0,10.416666666666666,321.0,106.0,427.0
Y Prithvi Raj,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33.0,57.0,5.3,10.363636363636363,0.0,23.0,23.0
Y Venugopal Rao,985.0,865.0,865.0,42.0,52.0,77.0,37.0,113.87283236994219,23.452380952380953,7.0,222.0,338.0,37.0,9.135135135135135,1080.0,197.0,1277.0
YA Abdulla,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,222.0,311.0,37.0,8.405405405405405,0.0,399.0,399.0
YBK Jaiswal,547.0,410.0,410.0,23.0,23.0,62.0,22.0,133.41463414634148,23.782608695652176,0.0,1.0,6.0,0.1,36.0,635.0,0.0,635.0
YK Pathan,3222.0,2334.0,2334.0,111.0,153.0,263.0,161.0,138.04627249357327,29.027027027027028,46.0,1184.0,1443.0,197.2,7.3125,3613.0,1174.0,4787.0
YS Chahal,37.0,89.0,89.0,6.0,17.0,0.0,0.0,41.57303370786517,6.166666666666667,172.0,2940.0,3699.0,490.0,7.548979591836734,29.0,4324.0,4353.0
YV Takawale,192.0,183.0,183.0,8.0,10.0,26.0,3.0,104.91803278688525,24.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,236.0
Yash Dayal,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,205.0,296.0,34.1,8.663414634146342,-2.0,349.0,347.0
Yashpal Singh,47.0,67.0,67.0,4.0,4.0,5.0,0.0,70.1492537313433,11.75,0.0,0.0,0.0,0.0,0.0,48.0,0.0,48.0
Younis Khan,3.0,7.0,7.0,1.0,1.0,0.0,0.0,42.857142857142854,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Yuvraj Singh,2754.0,2207.0,2207.0,109.0,126.0,218.0,149.0,124.78477571363842,25.26605504587156,39.0,882.0,1091.0,147.0,7.421768707482993,3080.0,999.0,4079.0
Z Khan,117.0,141.0,141.0,15.0,27.0,11.0,2.0,82.97872340425532,7.8,119.0,2276.0,2860.0,379.2,7.539543057996485,130.0,2999.0,3129.0
